UF,Cidade,Lat,Lon,ID,,
BA,Santo Estêvão,-12.4390283,-39.2503653,2,,
BA,São Desidério,-12.357196,-44.976881,2,,
BA,São Domingos,0,0,2,,
BA,São Felipe,0,0,2,,
BA,São Félix,-12.6073747,-38.9698684,2,,
BA,São Félix do Coribe,-13.401883,-44.183708,2,,
BA,São Francisco do Conde,-12.618345,-38.678601,2,,
BA,São Gabriel,0,0,2,,
BA,São Gonçalo dos Campos,-12.433096,-38.966294,2,,
BA,São José da Vitória,-15.078666,-39.343685,2,,
BA,São José do Jacuípe,-11.41368,-39.866934,2,,
BA,São Miguel das Matas,-13.043387,-39.457844,2,,
BA,São Sebastião do Passé,-12.512264,-38.490513,2,,
BA,Sapeaçu,-12.720764,-39.182426,2,,
BA,Sátiro Dias,-11.592928,-38.593822,2,,
BA,Saubara,-12.738664,-38.762473,2,,
BA,Saúde,0,0,2,,
BA,Seabra,-12.416905,-41.772159,2,,
BA,Sebastião Laranjeiras,-14.571002,-42.943438,2,,
BA,Senhor do Bonfim,-10.459354,-40.186532,2,,
BA,Sento Sé,-9.741378,-41.878563,2,,
BA,Serra do Ramalho,-13.565889,-43.592907,2,,
BA,Serra Dourada,0,0,2,,
BA,Serra Preta,-12.156039,-39.33049,2,,
BA,Serrinha,0,0,2,,
BA,Serrolândia,0,0,2,,
BA,Simões Filho,0,0,2,,
BA,Sítio do Mato,-13.080149,-43.468921,2,,
BA,Sítio do Quinto,-10.354453,-38.221325,2,,
BA,Sobradinho,0,0,2,,
BA,Souto Soares,-12.088046,-41.642717,2,,
BA,Tabocas do Brejo Velho,-12.702634,-44.007449,2,,
BA,Tanhaçu,-14.019662,-41.247271,2,,
BA,Tanque Novo,-13.548509,-42.493412,2,,
BA,Tanquinho,-11.967965,-39.103312,2,,
BA,Taperoá,0,0,2,,
BA,Tapiramutá,-11.84748,-40.792656,2,,
BA,Teixeira de Freitas,-17.5380281,-39.7365371,2,,
BA,Teodoro Sampaio,0,0,2,,
BA,Teofilândia,-11.482719,-38.991264,2,,
BA,Teolândia,-13.589639,-39.483986,2,,
BA,Terra Nova,0,0,2,,
BA,Tremedal,-14.973625,-41.414198,2,,
BA,Tucano,-10.958388,-38.789407,2,,
BA,Uauá,-9.833247,-39.479396,2,,
BA,Ubaíra,-13.271414,-39.665991,2,,
BA,Ubaitaba,-14.312023,-39.3218124,2,,
BA,Ubatã,-14.206336,-39.520696,2,,
BA,Uibaí,-11.33942,-42.135381,2,,
BA,Umburanas,0,0,2,,
BA,Una,-15.279076,-39.076507,2,,
BA,Urandi,-14.767799,-42.649766,2,,
BA,Uruçuca,-14.596268,-39.285085,2,,
BA,Utinga,-12.078277,-41.095432,2,,
BA,Valença,0,0,2,,
BA,Valente,-11.406233,-39.456953,2,,
BA,Várzea da Roça,-11.600463,-40.132829,2,,
BA,Várzea do Poço,-11.527307,-40.314941,2,,
BA,Várzea Nova,-11.255685,-40.943173,2,,
BA,Varzedo,-12.967153,-39.391874,2,,
BA,Vera Cruz,0,0,2,,
BA,Vereda,-17.218256,-40.097368,2,,
BA,Vitória da Conquista,-14.8498325,-40.8380598,2,,
BA,Wagner,-12.281901,-41.171476,2,,
BA,Wanderley,-12.114375,-43.895787,2,,
BA,Wenceslau Guimarães,-13.690825,-39.476178,2,,
BA,Xique-Xique,-10.82296,-42.724545,2,,
CE,Abaiara,-7.345879,-39.04159,2,,
CE,Acarape,-4.22083,-38.705532,2,,
CE,Acaraú,-2.887689,-40.118306,2,,
CE,Acopiara,-6.089114,-39.448042,2,,
CE,Aiuaba,-6.5737801,-40.1269838,2,,
CE,Alcântaras,-3.585369,-40.547867,2,,
CE,Altaneira,-6.988047,-39.748055,2,,
CE,Alto Santo,-5.508941,-38.274318,2,,
CE,Amontada,-3.360166,-39.828816,2,,
CE,Antonina do Norte,-6.769193,-39.98697,2,,
CE,Apuiarés,-3.945057,-39.43593,2,,
CE,Aquiraz,-3.9063524,-38.3877096,2,,
CE,Aracati,-4.558259,-37.767894,2,,
CE,Aracoiaba,-4.36872,-38.812512,2,,
CE,Ararendá,-4.745667,-40.83099,2,,
CE,Araripe,-7.213195,-40.135894,2,,
CE,Aratuba,-4.412291,-39.047117,2,,
CE,Arneiroz,-6.316499,-40.165285,2,,
CE,Assaré,-6.866897,-39.868872,2,,
CE,Aurora,0,0,2,,
CE,Baixio,0,0,2,,
CE,Banabuiú,-5.304544,-38.913175,2,,
CE,Barbalha,-7.298203,-39.30208,2,,
CE,Barreira,-4.289206,-38.64291,2,,
CE,Barro,-7.171879,-38.774133,2,,
CE,Barroquinha,-3.020514,-41.13585,2,,
CE,Baturité,-4.3297411,-38.8822523,2,,
CE,Beberibe,-4.1624988,-38.1144249,2,,
CE,Bela Cruz,-3.049964,-40.167127,2,,
CE,Boa Viagem,0,0,2,,
CE,Brejo Santo,-7.484686,-38.979911,2,,
CE,Camocim,-2.900499,-40.854362,2,,
CE,Campos Sales,-7.067611,-40.368678,2,,
CE,Canindé,-4.351618,-39.315505,2,,
CE,Capistrano,0,0,2,,
CE,Caridade,-4.225141,-39.191166,2,,
CE,Cariré,-3.948584,-40.476028,2,,
CE,Caririaçu,-7.028076,-39.28276,2,,
CE,Cariús,-6.524282,-39.491619,2,,
CE,Carnaubal,-4.159846,-40.941304,2,,
CE,Cascavel,0,0,2,,
CE,Catarina,-6.122911,-39.873644,2,,
CE,Catunda,-4.64336,-40.199988,2,,
CE,Caucaia,-3.7297,-38.6596,2,,
CE,Cedro,0,0,2,,
CE,Chaval,-3.035708,-41.24346,2,,
CE,Choró,-4.839062,-39.134397,2,,
CE,Chorozinho,-4.28873,-38.498572,2,,
CE,Coreaú,-3.541496,-40.658656,2,,
CE,Crateús,-5.167683,-40.653635,2,,
CE,Crato,-7.2154,-39.4106,2,,
CE,Croatá,0,0,2,,
CE,Cruz,0,0,2,,
CE,Deputado Irapuan Pinheiro,-5.914848,-39.25701,2,,
CE,Ererê,-6.027508,-38.346113,2,,
CE,Eusébio,-3.892501,-38.455875,2,,
CE,Farias Brito,0,0,2,,
CE,Forquilha,-3.799447,-40.263405,2,,
CE,Fortaleza,-3.73045122,-38.52179892,4,,
CE,Fortim,-4.451256,-37.798056,2,,
CE,Frecheirinha,-3.755572,-40.818019,2,,
CE,General Sampaio,-4.043507,-39.453958,2,,
CE,Graça,-4.044215,-40.749026,2,,
CE,Granja,-3.127879,-40.837205,2,,
CE,Granjeiro,-6.873862,-39.21439,2,,
CE,Groaíras,-3.917868,-40.385225,2,,
CE,Guaiúba,-4.040571,-38.640372,2,,
CE,Guaraciaba do Norte,-4.158136,-40.747588,2,,
CE,Guaramiranga,-4.262477,-38.932044,2,,
CE,Hidrolândia,0,0,2,,
CE,Horizonte,0,0,2,,
CE,Ibaretama,-4.803764,-38.750085,2,,
CE,Ibiapina,-3.924025,-40.891147,2,,
CE,Ibicuitinga,-4.969993,-38.636249,2,,
CE,Icapuí,-4.7155117,-37.3545429,2,,
CE,Icó,0,0,2,,
CE,Iguatu,0,0,2,,
CE,Independência,0,0,2,,
CE,Ipaporanga,-4.897636,-40.753705,2,,
CE,Ipaumirim,-6.782648,-38.717856,2,,
CE,Ipu,-4.3233084,-40.7094754,2,,
CE,Ipueiras,0,0,2,,
CE,Iracema,0,0,2,,
CE,Irauçuba,-3.7476677,-39.7826527,2,,
CE,Itaiçaba,-4.671461,-37.832957,2,,
CE,Itaitinga,-3.965768,-38.529763,2,,
CE,Itapagé,0,0,2,,
CE,Itapipoca,-3.4994,-39.5837,2,,
CE,Itapiúna,-4.555165,-38.928113,2,,
CE,Itarema,-2.924797,-39.916654,2,,
CE,Itatira,-4.526076,-39.620155,2,,
CE,Jaguaretama,-5.605096,-38.763861,2,,
CE,Jaguaribara,-5.660093,-38.604798,2,,
CE,Jaguaribe,-5.902134,-38.622653,2,,
CE,Jaguaruana,-4.831508,-37.780997,2,,
CE,Jardim,0,0,2,,
CE,Jati,-7.6797,-39.002871,2,,
CE,Jijoca de Jericoacoara,-2.793312,-40.512742,2,,
CE,Juazeiro do Norte,-7.2167,-39318,2,,
CE,Jucás,-6.515229,-39.518679,2,,
CE,Lavras da Mangabeira,-6.744801,-38.970619,2,,
CE,Limoeiro do Norte,-5.143921,-38.084693,2,,
CE,Madalena,-4.846012,-39.572542,2,,
CE,Maracanaú,-3.8778904,-38.6247934,2,,
CE,Maranguape,-3.8915,-38.6831,2,,
CE,Marco,-3.128501,-40.15824,2,,
CE,Martinópole,-3.225198,-40.689581,2,,
CE,Massapê,-3.523645,-40.342271,2,,
CE,Mauriti,-7.385974,-38.770786,2,,
CE,Meruoca,-3.539741,-40.453106,2,,
CE,Milagres,0,0,2,,
CE,Milhã,-5.672525,-39.187483,2,,
CE,Miraíma,-3.568674,-39.966267,2,,
CE,Missão Velha,-7.235219,-39.143046,2,,
CE,Mombaça,-5.738442,-39.630009,2,,
CE,Monsenhor Tabosa,-4.791022,-40.064637,2,,
CE,Morada Nova,-5.09736,-38.370158,2,,
CE,Moraújo,-3.463112,-40.677577,2,,
CE,Morrinhos,0,0,2,,
CE,Mucambo,0,0,2,,
CE,Mulungu,0,0,2,,
CE,Nova Olinda,0,0,2,,
CE,Nova Russas,-4.705807,-40.562118,2,,
CE,Novo Oriente,-5.525519,-40.771296,2,,
CE,Ocara,-4.48523,-38.593256,2,,
CE,Orós,0,0,2,,
CE,Pacajus,-4.171073,-38.464988,2,,
CE,Pacatuba,0,0,2,,
CE,Pacoti,-4.224918,-38.922011,2,,
CE,Pacujá,-3.983272,-40.698885,2,,
CE,Palhano,-4.736722,-37.965549,2,,
CE,Palmácia,-4.1377241,-38.8455836,2,,
CE,Paracuru,-3.41436,-39.030028,2,,
CE,Paraipaba,-3.437987,-39.147868,2,,
CE,Parambu,-6.207681,-40.690524,2,,
CE,Paramoti,-4.088146,-39.241691,2,,
CE,Pedra Branca,0,0,2,,
CE,Penaforte,-7.82163,-39.070724,2,,
CE,Pentecoste,-3.792736,-39.269159,2,,
CE,Pereiro,-6.035761,-38.462397,2,,
CE,Pindoretama,-4.015839,-38.306118,2,,
CE,Piquet Carneiro,-5.800251,-39.417017,2,,
CE,Pires Ferreira,-4.239218,-40.64418,2,,
CE,Poranga,0,0,2,,
CE,Porteiras,-7.522647,-39.114028,2,,
CE,Potengi,-7.09154,-40.023292,2,,
CE,Potiretama,-5.71287,-38.157804,2,,
CE,Quiterianópolis,-5.842496,-40.700217,2,,
CE,Quixadá,-4.9681311,-39.0154181,2,,
CE,Quixelô,-6.246369,-39.201067,2,,
CE,Quixeramobim,-5.190672,-39.288947,2,,
CE,Quixeré,-5.071482,-37.9802,2,,
CE,Redenção,0,0,2,,
CE,Reriutaba,-4.141911,-40.575915,2,,
CE,Russas,-4.926727,-37.972086,2,,
CE,Saboeiro,-6.534595,-39.90173,2,,
CE,Salitre,-7.28398,-40.450013,2,,
CE,Santa Quitéria,0,0,2,,
CE,Santana do Acaraú,-3.461435,-40.211827,2,,
CE,Santana do Cariri,-7.176125,-39.730161,2,,
CE,São Benedito,0,0,2,,
CE,São Gonçalo do Amarante,0,0,2,,
CE,São João do Jaguaribe,-5.275164,-38.269366,2,,
CE,São Luís do Curu,0,0,2,,
CE,Senador Pompeu,-5.582444,-39.370369,2,,
CE,Senador Sá,-3.35305,-40.4662,2,,
CE,Sobral,-3.6892,-40.3483,2,,
CE,Solonópole,-5.718936,-39.01072,2,,
CE,Tabuleiro do Norte,-5.243527,-38.128175,2,,
CE,Tamboril,0,0,2,,
CE,Tarrafas,-6.678376,-39.753048,2,,
CE,Tauá,-5.985853,-40.296802,2,,
CE,Tejuçuoca,-3.988307,-39.579866,2,,
CE,Tianguá,-3.729645,-40.992286,2,,
CE,Trairi,0,0,2,,
CE,Tururu,-3.584132,-39.429656,2,,
CE,Ubajara,-3.854479,-40.920437,2,,
CE,Umari,0,0,2,,
CE,Umirim,-3.6770029,-39.3493481,2,,
CE,Uruburetama,-3.623165,-39.510677,2,,
CE,Uruoca,-3.308194,-40.56276,2,,
CE,Varjota,0,0,2,,
CE,Várzea Alegre,-6.782642,-39.294155,2,,
CE,Viçosa do Ceará,-3.566703,-41.091554,2,,
DF,Brasília,-15.7941878,-47.8827491,4,,
ES,Afonso Cláudio,-20.077841,-41.12606,2,,
ES,Água Doce do Norte,-18.5324,-40.9860,2,,
ES,Águia Branca,-19.0035,-40.7474,2,,
ES,Alegre,-20.7590,-41.5307,2,,
ES,Alfredo Chaves,-20.6054,-40.7463,2,,
ES,Alto Rio Novo,-19.0567,-41.0009,2,,
ES,Anchieta,-20.8058,-40.6455,2,,
ES,Apiacá,-21.1684,-41.5338,2,,
ES,Aracruz,-19.8240,-40.2726,2,,
ES,Atilio Vivacqua,-20.9172,-41.2096,2,,
ES,Baixo Guandu,-19.521283,-41.010913,2,,
ES,Barra de São Francisco,-18.7904,-40.9081,2,,
ES,Boa Esperança,-18.60667,-40.4056,2,,
ES,Bom Jesus do Norte,-21.1222,-41.6712,2,,
ES,Brejetuba,-20.2606,-41.3549,2,,
ES,Cachoeiro de Itapemirim,-20.8683,-41.1397,4,,
ES,Cariacica,-20.30289,-40.3964,2,,
ES,Castelo,-20.6298,-41.2172,2,,
ES,Colatina,-19.5495,-40.6251,2,,
ES,Conceição da Barra,-18.6777,-39.8578,2,,
ES,Conceição do Castelo,-20.3801,-41.3370,2,,
ES,Divino de São Lourenço,-20.6203,-41.6838,2,,
ES,Domingos Martins,-20.3638,-40.6576,2,,
ES,Dores do Rio Preto,-20.6893,-41.8482,2,,
ES,Ecoporanga,-18.4271,-40.9625,2,,
ES,Fundão,-19.9319,-40.4034,2,,
ES,Governador Lindenberg,-19.2650,-40.5568,2,,
ES,Guaçuí,-20.7727,-41.6751,2,,
ES,Guarapari,-20.6592,-40.4858,2,,
ES,Ibatiba,-20.2657,-41.5994,2,,
ES,Ibiraçu,-19.8592,-40.4458,2,,
ES,Ibitirama,-20.5394,-41.6647,2,,
ES,Iconha,-20.7935,-40.8109,2,,
ES,Irupi,-20.3554,-41.6411,2,,
ES,Itaguaçu,-19.8015,-40.8565,2,,
ES,Itapemirim,-21.0106,-40.8351,2,,
ES,Itarana,-19.8707,-40.8750,2,,
ES,Iúna,-20.3427,-41.5360,2,,
ES,Jaguaré,-18.9029,-40.0712,2,,
ES,Jerônimo Monteiro,-20.7871,-41.3874,2,,
ES,João Neiva,-19.7563,-40.3848,2,,
ES,Laranja da Terra,-19.8991,-41.0539,2,,
ES,Linhares,-19.3983,-40.0654,4,,
ES,Mantenópolis,-18.8650,-41.1208,2,,
ES,Marataízes,-21.0469,-40.8305,2,,
ES,Marechal Floriano,-20.4178,-40.6823,2,,
ES,Marilândia,-19.4118,-40.5444,2,,
ES,Mimoso do Sul,-21.0670,-41.3696,2,,
ES,Montanha,-18.1251,-40.3623,2,,
ES,Mucurici,-18.0803,-40.5648,2,,
ES,Muniz Freire,-20.4649,-41.4153,2,,
ES,Muqui,-20.9560,-41.3531,2,,
ES,Nova Venécia,-18.7061,-40.3971,2,,
ES,Pancas,-19.2279,-40.8512,2,,
ES,Pedro Canário,-18.300418,-39.957365,2,,
ES,Pinheiros,-18.4068,-40.2238,2,,
ES,Piúma,-20.8374,-40.7275,2,,
ES,Ponto Belo,-18.1318,-40.5431,2,,
ES,Presidente Kennedy,-21.1014,-41.0552,2,,
ES,Rio Bananal,-19.2629,-40.3339,2,,
ES,Rio Novo do Sul,-20.8641,-40.9384,2,,
ES,Santa Leopoldina,-20.0986,-40.5385,2,,
ES,Santa Maria de Jetibá,-20.0498,-40.7422,2,,
ES,Santa Teresa,-19.9497,-40.6059,2,,
ES,São Domingos do Norte,-19.1368,-40.6227,2,,
ES,São Gabriel da Palha,-19.0117,-40.5354,2,,
ES,São José do Calçado,-21.0346,-41.6586,2,,
ES,São Mateus,-18.7153,-39.8487,4,,
ES,São Roque do Canaã,-19.7381,-40.6559,2,,
ES,Serra,-20.1291,-40.3026,2,,
ES,Sooretama,-19.1901,-40.1006,2,,
ES,Vargem Alta,-20.6742,-41.0106,2,,
ES,Venda Nova do Imigrante,-20.3345,-41.1348,2,,
ES,Viana,-20.3944,-40.5060,2,,
ES,Vila Pavão,-18.6115,-40.6102,2,,
ES,Vila Valério,-18.9911,-40.3862,2,,
ES,Vila Velha,-20.3628,-40.2989,2,,
ES,Vitória,-20.2833,-40.3078,4,,
GO,Abadia de Goiás,-16.7572644,-49.4412205,2,,
GO,Abadiânia,-16.1947225,-48.7068117,2,,
GO,Acreúna,-17.3959899,-50.3749031,2,,
GO,Adelândia,-16.4126999,-50.165699,2,,
GO,Água Fria de Goiás,-14.9778369,-47.7822901,2,,
GO,Água Limpa,-18.0770819,-48.760304,2,,
GO,Águas Lindas de Goiás,-15.7392283,-48.2793357,2,,
GO,Alexânia,-16.0834049,-48.5077803,2,,
GO,Aloândia,-17.7291969,-49.4768951,2,,
GO,Alto Horizonte,-14.1978109,-49.3378361,2,,
GO,Alto Paraíso de Goiás,-14.1304779,-47.5100161,2,,
GO,Alvorada do Norte,-14.4796879,-46.4910361,2,,
GO,Amaralina,-13.9236199,-49.2962411,2,,
GO,Americano do Brasil,-16.2514489,-49.9831291,2,,
GO,Amorinópolis,-16.6203355,-51.0940132,2,,
GO,Anápolis,-16.3338602,-48.9519526,2,,
GO,Anhanguera,-18.3338749,-48.220363,2,,
GO,Anicuns,-16.4641639,-49.9616951,2,,
GO,Aparecida de Goiânia,-16.8226743,-49.2452546,2,,
GO,Aparecida do Rio Doce,-18.2969359,-51.1457831,2,,
GO,Aporé,-18.9607289,-51.9231841,2,,
GO,Araçu,-16.3563059,-49.6804241,2,,
GO,Aragarças,-15.8954599,-52.2372311,2,,
GO,Aragoiânia,-16.9146388,-49.4499148,2,,
GO,Araguapaz,-15.0908529,-50.6315111,2,,
GO,Arenópolis,-16.3837259,-51.5562801,2,,
GO,Aruanã,-14.9166039,-51.075008,2,,
GO,Aurilândia,-16.6772599,-50.4641231,2,,
GO,Avelinópolis,-16.4672409,-49.7578661,2,,
GO,Baliza,-16.1966059,-52.5392531,2,,
GO,Barro Alto,-14.9696025,-48.9190985,2,,
GO,Bela Vista de Goiás,-16.9692949,-48.9513071,2,,
GO,Bom Jardim de Goiás,-16.2062659,-52.172793,2,,
GO,Bom Jesus de Goiás,-18.2172539,-49.73999,2,,
GO,Bonfinópolis,-16.6172709,-48.9615701,2,,
GO,Bonópolis,-13.649331,-49.8329113,2,,
GO,Brazabrantes,-16.4281309,-49.3862521,2,,
GO,Britânia,-15.2427599,-51.1602061,2,,
GO,Buriti Alegre,-18.1377879,-49.0404411,2,,
GO,Buriti de Goiás,-16.1791989,-50.4302231,2,,
GO,Buritinópolis,-14.4589282,-46.4293104,2,,
GO,Cabeceiras,-15.7995459,-46.9264991,2,,
GO,Cachoeira Alta,-18.7618269,-50.9432431,2,,
GO,Cachoeira de Goiás,-16.663516,-50.6460411,2,,
GO,Cachoeira Dourada,-18.4858929,-49.4766031,2,,
GO,Caçu,-18.5593819,-51.132798,2,,
GO,Caiapônia,-16.9538779,-51.8090761,2,,
GO,Caldas Novas,-17.7449,-48.6252,2,,
GO,Caldazinha,-16.7116649,-49.0012601,2,,
GO,Campestre de Goiás,-16.7624179,-49.69497,2,,
GO,Campinaçu,-13.7869969,-48.5703841,2,,
GO,Campinorte,-14.3136699,-49.1510931,2,,
GO,Campo Alegre de Goiás,-17.6316543,-47.7728376,2,,
GO,Campo Limpo de Goiás,-16.297101,-49.0894994,2,,
GO,Campos Belos,-13.0349839,-46.768112,2,,
GO,Campos Verdes,-14.2441969,-49.652795,2,,
GO,Carmo do Rio Verde,-15.3549139,-49.707975,2,,
GO,Castelândia,-18.0893494,-50.2204596,2,,
GO,Catalão,-18.1772334,-47.9417257,2,,
GO,Caturaí,-16.4473559,-49.4919149,2,,
GO,Cavalcante,-13.7975639,-47.4565901,2,,
GO,Ceres,-15.3061089,-49.6000061,2,,
GO,Cezarina,-16.9718289,-49.775814,2,,
GO,Chapadão do Céu,-18.3957816,-52.6668315,2,,
GO,Cidade Ocidental,-16.1000758,-47.9445014,2,,
GO,Cocalzinho de Goiás,-15.7914379,-48.7747421,2,,
GO,Colinas do Sul,-14.1528159,-48.0759881,2,,
GO,Córrego do Ouro,-16.2917534,-50.5502581,2,,
GO,Corumbá de Goiás,-15.9244729,-48.8117061,2,,
GO,Corumbaíba,-18.1352135,-48.5649393,2,,
GO,Cristalina,-16.7676079,-47.6131281,2,,
GO,Cristianópolis,-17.1986629,-48.7034471,2,,
GO,Crixás,-14.5411939,-49.9739771,2,,
GO,Cromínia,-17.2883219,-49.3797781,2,,
GO,Cumari,-18.2644369,-48.1511341,2,,
GO,Damianópolis,-14.5603809,-46.1780241,2,,
GO,Damolândia,-16.2543719,-49.3630981,2,,
GO,Davinópolis,-18.1500839,-47.5567951,2,,
GO,Diorama,-16.2329359,-51.254332,2,,
GO,Divinópolis de Goiás,-13.2853139,-46.3998791,2,,
GO,Doverlândia,-16.7188189,-52.3188601,2,,
GO,Edealina,-17.4239419,-49.6644011,2,,
GO,Edéia,-17.3406009,-49.9295441,2,,
GO,Estrela do Norte,-13.8664509,-49.0715921,2,,
GO,Faina,-15.4472969,-50.3622051,2,,
GO,Fazenda Nova,-16.1833699,-50.778111,2,,
GO,Firminópolis,-16.5777799,-50.3040071,2,,
GO,Flores de Goiás,-14.4451149,-47.0416941,2,,
GO,Formosa,-15.5399909,-47.3369991,2,,
GO,Formoso,-13.6499059,-48.8775481,2,,
GO,Gameleira de Goiás,-16.4853739,-48.64541,2,,
GO,Goianápolis,-16.5097679,-49.023435,2,,
GO,Goiandira,-18.1357087,-48.0866307,2,,
GO,Goianésia,-15.3118269,-49.1162001,2,,
GO,Goiânia,-16.6801564,-49.2566208,4,,
GO,Goianira,-16.494746,-49.426998,2,,
GO,Goiás,-15.9333049,-50.1399631,2,,
GO,Goiatuba,-18.0156832,-49.3642495,2,,
GO,Gouvelândia,-18.4425949,-50.1365172,2,,
GO,Guapó,-16.8308602,-49.5343721,2,,
GO,Guaraíta,-15.6318094,-50.0288807,2,,
GO,Guarani de Goiás,-13.9421409,-46.4867842,2,,
GO,Guarinos,-14.7292149,-49.7006091,2,,
GO,Heitoraí,-15.7189859,-49.826826,2,,
GO,Hidrolândia,-16.9671342,-49.22826,2,,
GO,Hidrolina,-14.7261029,-49.4634041,2,,
GO,Iaciara,-14.1011009,-46.633452,2,,
GO,Inaciolândia,-18.4868959,-49.988758,2,,
GO,Indiara,-17.1387389,-49.9861621,2,,
GO,Inhumas,-16.3610569,-49.500111,2,,
GO,Ipameri,-17.7215439,-48.158118,2,,
GO,Ipiranga de Goiás,-15.1688804,-49.6694616,2,,
GO,Iporá,-16.4397639,-51.1180491,2,,
GO,Israelândia,-16.3143889,-50.908722,2,,
GO,Itaberaí,-16.0205509,-49.8060341,2,,
GO,Itaguari,-15.9180439,-49.6070841,2,,
GO,Itaguaru,-15.7564699,-49.635375,2,,
GO,Itajá,-19.0673379,-51.5495141,2,,
GO,Itapaci,-14.9522349,-49.5511221,2,,
GO,Itapirapuã,-15.8204999,-50.6094341,2,,
GO,Itapuranga,-15.5605889,-49.9489571,2,,
GO,Itarumã,-18.7645529,-51.348516,2,,
GO,Itauçu,-16.2028989,-49.6109291,2,,
GO,Itumbiara,-18412,-49.2174,2,,
GO,Ivolândia,-16.6060244,-50.7913742,2,,
GO,Jandaia,-17.0481439,-50.145322,2,,
GO,Jaraguá,-15.7529479,-49.3344281,2,,
GO,Jataí,-17.8783829,-51.7204241,2,,
GO,Jaupaci,-16.1841736,-50.9522616,2,,
GO,Jesúpolis,-15.9483619,-49.3739421,2,,
GO,Joviânia,-17.8019829,-49.6196871,2,,
GO,Jussara,-15.874813,-50.867431,2,,
GO,Lagoa Santa,-19.1853535,-51.3982431,2,,
GO,Leopoldo de Bulhões,-16.6190479,-48.742755,2,,
GO,Luziânia,-16.2533939,-47.9492267,2,,
GO,Mairipotaba,-17.2975379,-49.4898191,2,,
GO,Mambaí,-14.4822909,-46.1164911,2,,
GO,Mara Rosa,-14.0148159,-49.1776521,2,,
GO,Marzagão,-17.9829779,-48.6415191,2,,
GO,Matrinchã,-15.4341709,-50.7456441,2,,
GO,Maurilândia,-17.9718589,-50.3388361,2,,
GO,Mimoso de Goiás,-15.0514889,-48.1611491,2,,
GO,Minaçu,-13.5304129,-48.22058,2,,
GO,Mineiros,-17.5653879,-52.5536721,2,,
GO,Moiporá,-16.5433739,-50.7390401,2,,
GO,Monte Alegre de Goiás,-13.2552059,-46.892813,2,,
GO,Montes Claros de Goiás,-16.0059459,-51.3978781,2,,
GO,Montividiu,-17.4439339,-51.172815,2,,
GO,Montividiu do Norte,-13.3484709,-48.685316,2,,
GO,Morrinhos,-17.7333689,-49.105908,2,,
GO,Morro Agudo de Goiás,-15.3184299,-50.0552811,2,,
GO,Mossâmedes,-16.1239819,-50.213615,2,,
GO,Mozarlândia,-14.7457049,-50.5713211,2,,
GO,Mundo Novo,-13.7729429,-50.281378,2,,
GO,Mutunópolis,-13.7303379,-49.2745491,2,,
GO,Nazário,-16.5807689,-49.881671,2,,
GO,Nerópolis,-16.4069816,-49.219438,2,,
GO,Niquelândia,-14.4648655,-48.4572244,2,,
GO,Nova América,-15.0205889,-49.8952971,2,,
GO,Nova Aurora,-18.0596519,-48.255172,2,,
GO,Nova Crixás,-14.0960101,-50.3378533,2,,
GO,Nova Glória,-15.144957,-49.573713,2,,
GO,Nova Iguaçu de Goiás,-14.2868289,-49.3871911,2,,
GO,Nova Roma,-13.7387809,-46.8733691,2,,
GO,Nova Veneza,-16.37108,-49.3212331,2,,
GO,Novo Brasil,-16.0313259,-50.7112791,2,,
GO,Novo Gama,-16.0522682,-48.0299716,2,,
GO,Novo Planalto,-13.2423817,-49.5060251,2,,
GO,Orizona,-17.0333559,-48.29641,2,,
GO,Ouro Verde de Goiás,-16.2181069,-49.194154,2,,
GO,Ouvidor,-18.2299632,-47.8353797,2,,
GO,Padre Bernardo,-15.1604919,-48.283303,2,,
GO,Palestina de Goiás,-16.7392209,-51.5308851,2,,
GO,Palmeiras de Goiás,-16.8102393,-49.9234165,2,,
GO,Palmelo,-17.3258189,-48.42603,2,,
GO,Palminópolis,-16.79243,-50.16524,2,,
GO,Panamá,-18.1782639,-49.3549941,2,,
GO,Paranaiguara,-18.9140549,-50.6539281,2,,
GO,Paraúna,-16.9462589,-50.4483571,2,,
GO,Perolândia,-17.5258349,-52.0649871,2,,
GO,Petrolina de Goiás,-16.0968489,-49.3363711,2,,
GO,Pilar de Goiás,-14.7608369,-49.578356,2,,
GO,Piracanjuba,-17.3020379,-49.0170101,2,,
GO,Piranhas,-16.4258069,-51.8234721,2,,
GO,Pirenópolis,-15.8507119,-48.9583111,2,,
GO,Pires do Rio,-17.3019009,-48.276756,2,,
GO,Planaltina,-15.4520328,-47.6088852,2,,
GO,Pontalina,-17.522513,-49.4489401,2,,
GO,Porangatu,-13.4401991,-49.1454792,2,,
GO,Porteirão,-17.8142799,-50.165322,2,,
GO,Portelândia,-17.3553809,-52.679939,2,,
GO,Posse,-14.0859429,-46.3704071,2,,
GO,Professor Jamil,-17.2496649,-49.2440041,2,,
GO,Quirinópolis,-18.4471859,-50.4546981,2,,
GO,Rialma,-15.3144819,-49.5813991,2,,
GO,Rianápolis,-15.4481568,-49.5102323,2,,
GO,Rio Quente,-17.7739879,-48.772462,2,,
GO,Rio Verde,-17.7923,-50.9193,2,,
GO,Rubiataba,-15.1617439,-49.8047921,2,,
GO,Sanclerlândia,-16.1970389,-50.3123741,2,,
GO,Santa Bárbara de Goiás,-16.5723233,-49.6951846,2,,
GO,Santa Cruz de Goiás,-17.3155119,-48.4809501,2,,
